State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Maharashtra,AMRAVATI,1999,Summer     ,Maize,100,100
Maharashtra,AMRAVATI,2000,Kharif     ,Maize,800,800
Maharashtra,AMRAVATI,2000,Rabi       ,Maize,100,100
Maharashtra,AMRAVATI,2001,Kharif     ,Maize,900,2300
Maharashtra,AMRAVATI,2001,Summer     ,Maize,200,300
Maharashtra,AMRAVATI,2002,Kharif     ,Maize,900,1800
Maharashtra,AMRAVATI,2003,Kharif     ,Maize,1200,2600
Maharashtra,AMRAVATI,2004,Kharif     ,Maize,1400,1700
Maharashtra,AMRAVATI,2004,Summer     ,Maize,200,300
Maharashtra,AMRAVATI,2006,Kharif     ,Maize,1600,2600
Maharashtra,AMRAVATI,2006,Summer     ,Maize,100,100
Maharashtra,AMRAVATI,2007,Kharif     ,Maize,17,54
Maharashtra,AMRAVATI,2007,Summer     ,Maize,1,1
Maharashtra,AMRAVATI,2008,Kharif     ,Maize,1500,4500
Maharashtra,AMRAVATI,2009,Kharif     ,Maize,1400,3100
Maharashtra,AMRAVATI,2010,Kharif     ,Maize,1600,4000
Maharashtra,AMRAVATI,2011,Kharif     ,Maize,1200,3300
Maharashtra,AMRAVATI,2012,Kharif     ,Maize,1200,2700
Maharashtra,AMRAVATI,2012,Summer     ,Maize,1400,1800
Maharashtra,AMRAVATI,2013,Kharif     ,Maize,1000,2900
Maharashtra,AMRAVATI,2013,Summer     ,Maize,300,400
Maharashtra,AMRAVATI,2014,Kharif     ,Maize,800,1500
Maharashtra,AMRAVATI,2014,Rabi       ,Maize,1800,300
Maharashtra,AURANGABAD,1997,Kharif     ,Maize,39800,39800
Maharashtra,AURANGABAD,1997,Rabi       ,Maize,2100,3300
Maharashtra,AURANGABAD,1997,Summer     ,Maize,200,300
Maharashtra,AURANGABAD,1998,Kharif     ,Maize,41700,90400
Maharashtra,AURANGABAD,1998,Rabi       ,Maize,2800,4500
Maharashtra,AURANGABAD,1998,Summer     ,Maize,300,400
Maharashtra,AURANGABAD,1999,Kharif     ,Maize,43800,75000
Maharashtra,AURANGABAD,1999,Rabi       ,Maize,2900,4600
Maharashtra,AURANGABAD,1999,Summer     ,Maize,300,500
Maharashtra,AURANGABAD,2000,Kharif     ,Maize,73200,69700
Maharashtra,AURANGABAD,2000,Rabi       ,Maize,1300,1500
Maharashtra,AURANGABAD,2001,Kharif     ,Maize,75700,149400
Maharashtra,AURANGABAD,2001,Rabi       ,Maize,2000,3700
Maharashtra,AURANGABAD,2001,Summer     ,Maize,200,300
Maharashtra,AURANGABAD,2002,Kharif     ,Maize,82000,204700
Maharashtra,AURANGABAD,2002,Rabi       ,Maize,1700,2900
Maharashtra,AURANGABAD,2002,Summer     ,Maize,300,500
Maharashtra,AURANGABAD,2003,Kharif     ,Maize,90400,189900
Maharashtra,AURANGABAD,2003,Rabi       ,Maize,2100,5200
Maharashtra,AURANGABAD,2004,Kharif     ,Maize,89900,169300
Maharashtra,AURANGABAD,2004,Rabi       ,Maize,1800,3100
Maharashtra,AURANGABAD,2004,Summer     ,Maize,100,200
Maharashtra,AURANGABAD,2006,Kharif     ,Maize,101500,281100
Maharashtra,AURANGABAD,2006,Rabi       ,Maize,2200,7100
Maharashtra,AURANGABAD,2006,Summer     ,Maize,700,700
Maharashtra,AURANGABAD,2007,Kharif     ,Maize,1080,3035
Maharashtra,AURANGABAD,2007,Rabi       ,Maize,15,47
Maharashtra,AURANGABAD,2007,Summer     ,Maize,2,3
Maharashtra,AURANGABAD,2008,Kharif     ,Maize,113000,311300
Maharashtra,AURANGABAD,2008,Rabi       ,Maize,10,31
Maharashtra,AURANGABAD,2009,Kharif     ,Maize,124800,332000
Maharashtra,AURANGABAD,2009,Rabi       ,Maize,1300,3600
Maharashtra,AURANGABAD,2010,Kharif     ,Maize,138400,508200
Maharashtra,AURANGABAD,2010,Rabi       ,Maize,4300,13400
Maharashtra,AURANGABAD,2011,Kharif     ,Maize,144200,469300
Maharashtra,AURANGABAD,2011,Rabi       ,Maize,2900,9200
Maharashtra,AURANGABAD,2011,Summer     ,Maize,1100,1400
Maharashtra,AURANGABAD,2012,Kharif     ,Maize,144200,291100
Maharashtra,AURANGABAD,2012,Rabi       ,Maize,5300,3500
Maharashtra,AURANGABAD,2012,Summer     ,Maize,500,700
Maharashtra,AURANGABAD,2013,Kharif     ,Maize,167900,759800
Maharashtra,AURANGABAD,2013,Rabi       ,Maize,6400,22100
Maharashtra,AURANGABAD,2013,Summer     ,Maize,1100,1400
Maharashtra,AURANGABAD,2014,Kharif     ,Maize,191700,175800
Maharashtra,AURANGABAD,2014,Rabi       ,Maize,9000,11400
Maharashtra,AURANGABAD,2014,Summer     ,Maize,3400,1500
Maharashtra,BEED,1997,Kharif     ,Maize,2900,2700
Maharashtra,BEED,1997,Rabi       ,Maize,1700,3000
Maharashtra,BEED,1997,Summer     ,Maize,200,300
Maharashtra,BEED,1998,Kharif     ,Maize,3000,6500
Maharashtra,BEED,1998,Rabi       ,Maize,2100,2800
Maharashtra,BEED,1998,Summer     ,Maize,500,700
Maharashtra,BEED,1999,Kharif     ,Maize,3200,5900
Maharashtra,BEED,1999,Rabi       ,Maize,2800,4200
Maharashtra,BEED,1999,Summer     ,Maize,500,800
Maharashtra,BEED,2000,Kharif     ,Maize,4800,4600
Maharashtra,BEED,2000,Rabi       ,Maize,3000,3400
Maharashtra,BEED,2001,Kharif     ,Maize,1500,1000
Maharashtra,BEED,2001,Rabi       ,Maize,2000,3700
Maharashtra,BEED,2001,Summer     ,Maize,700,1000
Maharashtra,BEED,2002,Kharif     ,Maize,3200,3300
Maharashtra,BEED,2002,Rabi       ,Maize,2000,1300
Maharashtra,BEED,2002,Summer     ,Maize,400,600
Maharashtra,BEED,2003,Kharif     ,Maize,3400,2400
Maharashtra,BEED,2003,Rabi       ,Maize,1600,800
Maharashtra,BEED,2004,Kharif     ,Maize,3100,2500
Maharashtra,BEED,2004,Rabi       ,Maize,1900,2500
Maharashtra,BEED,2004,Summer     ,Maize,300,400
Maharashtra,BEED,2006,Kharif     ,Maize,4000,6300
Maharashtra,BEED,2006,Rabi       ,Maize,2700,7700
Maharashtra,BEED,2006,Summer     ,Maize,1000,700
Maharashtra,BEED,2007,Kharif     ,Maize,39,44
Maharashtra,BEED,2007,Rabi       ,Maize,37,67
Maharashtra,BEED,2007,Summer     ,Maize,6,9
Maharashtra,BEED,2008,Kharif     ,Maize,8300,8800
Maharashtra,BEED,2008,Rabi       ,Maize,26,32
Maharashtra,BEED,2009,Kharif     ,Maize,7300,6400
Maharashtra,BEED,2009,Rabi       ,Maize,4300,4500
Maharashtra,BEED,2010,Kharif     ,Maize,5400,8400
Maharashtra,BEED,2010,Rabi       ,Maize,3300,4900
Maharashtra,BEED,2011,Kharif     ,Maize,4600,5700
Maharashtra,BEED,2011,Rabi       ,Maize,1800,2100
Maharashtra,BEED,2011,Summer     ,Maize,2200,2100
Maharashtra,BEED,2012,Kharif     ,Maize,4600,3600
Maharashtra,BEED,2012,Rabi       ,Maize,5800,3800
Maharashtra,BEED,2012,Summer     ,Maize,200,200
Maharashtra,BEED,2013,Kharif     ,Maize,5200,6900
Maharashtra,BEED,2013,Rabi       ,Maize,9200,11500
Maharashtra,BEED,2013,Summer     ,Maize,800,800
Maharashtra,BEED,2014,Kharif     ,Maize,6200,4700
Maharashtra,BEED,2014,Rabi       ,Maize,8500,5900
Maharashtra,BEED,2014,Summer     ,Maize,1300,600
Maharashtra,BHANDARA,1997,Kharif     ,Maize,200,100
Maharashtra,BHANDARA,1998,Kharif     ,Maize,200,400
Maharashtra,BHANDARA,2002,Kharif     ,Maize,100,200
Maharashtra,BHANDARA,2003,Kharif     ,Maize,100,200
Maharashtra,BHANDARA,2004,Kharif     ,Maize,100,100
Maharashtra,BHANDARA,2006,Kharif     ,Maize,100,200
Maharashtra,BHANDARA,2007,Kharif     ,Maize,1,3
Maharashtra,BULDHANA,1997,Kharif     ,Maize,20000,16400
Maharashtra,BULDHANA,1997,Rabi       ,Maize,500,900
Maharashtra,BULDHANA,1997,Summer     ,Maize,100,100
Maharashtra,BULDHANA,1998,Kharif     ,Maize,22000,39900
Maharashtra,BULDHANA,1998,Rabi       ,Maize,1000,1400
Maharashtra,BULDHANA,1998,Summer     ,Maize,100,100
Maharashtra,BULDHANA,1999,Kharif     ,Maize,18300,28000
Maharashtra,BULDHANA,1999,Rabi       ,Maize,1000,1500
Maharashtra,BULDHANA,1999,Summer     ,Maize,100,100
Maharashtra,BULDHANA,2000,Kharif     ,Maize,20200,19200
Maharashtra,BULDHANA,2000,Rabi       ,Maize,900,900
Maharashtra,BULDHANA,2001,Kharif     ,Maize,21100,52100
Maharashtra,BULDHANA,2001,Rabi       ,Maize,400,700
Maharashtra,BULDHANA,2001,Summer     ,Maize,100,100
Maharashtra,BULDHANA,2002,Kharif     ,Maize,25100,51600
Maharashtra,BULDHANA,2002,Rabi       ,Maize,500,600
Maharashtra,BULDHANA,2002,Summer     ,Maize,100,100
Maharashtra,BULDHANA,2003,Kharif     ,Maize,25900,55500
Maharashtra,BULDHANA,2003,Rabi       ,Maize,1200,2200
Maharashtra,BULDHANA,2004,Kharif     ,Maize,33900,41500
Maharashtra,BULDHANA,2004,Rabi       ,Maize,900,1200
Maharashtra,BULDHANA,2004,Summer     ,Maize,100,200
Maharashtra,BULDHANA,2006,Kharif     ,Maize,39700,65100
Maharashtra,BULDHANA,2006,Rabi       ,Maize,2200,5300
Maharashtra,BULDHANA,2006,Summer     ,Maize,1700,2500
Maharashtra,BULDHANA,2007,Kharif     ,Maize,615,1962
Maharashtra,BULDHANA,2007,Rabi       ,Maize,27,73
Maharashtra,BULDHANA,2007,Summer     ,Maize,4,6
Maharashtra,BULDHANA,2008,Kharif     ,Maize,54900,166100
Maharashtra,BULDHANA,2008,Rabi       ,Maize,14,26
Maharashtra,BULDHANA,2009,Kharif     ,Maize,83200,184800
Maharashtra,BULDHANA,2009,Rabi       ,Maize,1700,800
Maharashtra,BULDHANA,2010,Kharif     ,Maize,66200,164100
Maharashtra,BULDHANA,2010,Rabi       ,Maize,8600,17900
Maharashtra,BULDHANA,2011,Kharif     ,Maize,57200,159200
Maharashtra,BULDHANA,2011,Rabi       ,Maize,7700,19800
Maharashtra,BULDHANA,2011,Summer     ,Maize,100,100
Maharashtra,BULDHANA,2012,Kharif     ,Maize,15600,35000
Maharashtra,BULDHANA,2012,Rabi       ,Maize,6900,5100
Maharashtra,BULDHANA,2013,Kharif     ,Maize,15000,42900
Maharashtra,BULDHANA,2013,Rabi       ,Maize,16600,41900
Maharashtra,BULDHANA,2013,Summer     ,Maize,1800,2600
Maharashtra,BULDHANA,2014,Kharif     ,Maize,30000,54400
Maharashtra,BULDHANA,2014,Rabi       ,Maize,17200,2700
Maharashtra,BULDHANA,2014,Summer     ,Maize,1700,3000
Maharashtra,CHANDRAPUR,1997,Kharif     ,Maize,1100,1000
Maharashtra,CHANDRAPUR,1998,Kharif     ,Maize,100,200
Maharashtra,CHANDRAPUR,1999,Kharif     ,Maize,100,100
Maharashtra,CHANDRAPUR,1999,Rabi       ,Maize,100,200
Maharashtra,CHANDRAPUR,2000,Kharif     ,Maize,100,100
Maharashtra,CHANDRAPUR,2000,Rabi       ,Maize,100,100
Maharashtra,CHANDRAPUR,2009,Kharif     ,Maize,100,200
Maharashtra,CHANDRAPUR,2012,Summer     ,Maize,100,100
Maharashtra,CHANDRAPUR,2014,Summer     ,Maize,100,100
Maharashtra,DHULE,1997,Autumn     ,Maize,4,2901
Maharashtra,DHULE,1997,Kharif     ,Maize,19300,33800
Maharashtra,DHULE,1997,Rabi       ,Maize,1400,2500
Maharashtra,DHULE,1997,Summer     ,Maize,100,100
Maharashtra,DHULE,1998,Kharif     ,Maize,18800,37300
Maharashtra,DHULE,1998,Rabi       ,Maize,1400,2300
Maharashtra,DHULE,1998,Summer     ,Maize,100,100
Maharashtra,DHULE,1999,Kharif     ,Maize,3300,5400
Maharashtra,DHULE,1999,Rabi       ,Maize,700,1100
Maharashtra,DHULE,1999,Summer     ,Maize,100,100
Maharashtra,DHULE,2000,Kharif     ,Maize,3600,2400
Maharashtra,DHULE,2000,Rabi       ,Maize,500,600
Maharashtra,DHULE,2001,Kharif     ,Maize,6400,11500
Maharashtra,DHULE,2001,Rabi       ,Maize,600,1100
Maharashtra,DHULE,2001,Summer     ,Maize,100,100
Maharashtra,DHULE,2002,Kharif     ,Maize,7600,14100
Maharashtra,DHULE,2002,Rabi       ,Maize,800,1200
Maharashtra,DHULE,2003,Kharif     ,Maize,8600,25400
Maharashtra,DHULE,2003,Rabi       ,Maize,800,1700
Maharashtra,DHULE,2004,Kharif     ,Maize,8900,21100
Maharashtra,DHULE,2004,Rabi       ,Maize,700,2200
Maharashtra,DHULE,2004,Summer     ,Maize,100,100
Maharashtra,DHULE,2006,Kharif     ,Maize,20500,39300
Maharashtra,DHULE,2006,Rabi       ,Maize,600,1200
Maharashtra,DHULE,2006,Summer     ,Maize,500,500
Maharashtra,DHULE,2007,Kharif     ,Maize,347,865
Maharashtra,DHULE,2007,Rabi       ,Maize,8,25
Maharashtra,DHULE,2007,Summer     ,Maize,4,5
Maharashtra,DHULE,2008,Kharif     ,Maize,32300,43700
Maharashtra,DHULE,2008,Rabi       ,Maize,9,28
Maharashtra,DHULE,2009,Kharif     ,Maize,37900,85300
Maharashtra,DHULE,2009,Rabi       ,Maize,2100,6500
Maharashtra,DHULE,2010,Kharif     ,Maize,46000,156500
Maharashtra,DHULE,2010,Rabi       ,Maize,2200,7200
Maharashtra,DHULE,2011,Kharif     ,Maize,52700,128400
Maharashtra,DHULE,2011,Rabi       ,Maize,2400,7600
Maharashtra,DHULE,2011,Summer     ,Maize,2100,2400
Maharashtra,DHULE,2012,Kharif     ,Maize,61800,159700
Maharashtra,DHULE,2012,Rabi       ,Maize,2500,7700
Maharashtra,DHULE,2012,Summer     ,Maize,800,900
Maharashtra,DHULE,2013,Kharif     ,Maize,82100,265100
Maharashtra,DHULE,2013,Rabi       ,Maize,2900,5900
Maharashtra,DHULE,2013,Summer     ,Maize,900,1000
Maharashtra,DHULE,2014,Kharif     ,Maize,89600,178200
Maharashtra,DHULE,2014,Rabi       ,Maize,10400,37400
Maharashtra,DHULE,2014,Summer     ,Maize,600,600
Maharashtra,GADCHIROLI,1997,Kharif     ,Maize,1800,1600
Maharashtra,GADCHIROLI,1997,Rabi       ,Maize,800,700
Maharashtra,GADCHIROLI,1998,Kharif     ,Maize,3000,5700
Maharashtra,GADCHIROLI,1999,Kharif     ,Maize,3000,3900
Maharashtra,GADCHIROLI,2000,Kharif     ,Maize,2700,3600
Maharashtra,GADCHIROLI,2000,Rabi       ,Maize,200,200
Maharashtra,GADCHIROLI,2001,Kharif     ,Maize,2000,5200
Maharashtra,GADCHIROLI,2001,Rabi       ,Maize,200,400
Maharashtra,GADCHIROLI,2002,Kharif     ,Maize,2100,4300
Maharashtra,GADCHIROLI,2002,Rabi       ,Maize,200,200
Maharashtra,GADCHIROLI,2003,Kharif     ,Maize,2400,5100
Maharashtra,GADCHIROLI,2003,Rabi       ,Maize,300,600
Maharashtra,GADCHIROLI,2004,Kharif     ,Maize,2300,2800
Maharashtra,GADCHIROLI,2004,Rabi       ,Maize,200,300
Maharashtra,GADCHIROLI,2006,Kharif     ,Maize,2200,3600
Maharashtra,GADCHIROLI,2006,Rabi       ,Maize,400,1000
Maharashtra,GADCHIROLI,2007,Kharif     ,Maize,23,71
Maharashtra,GADCHIROLI,2007,Rabi       ,Maize,4,11
Maharashtra,GADCHIROLI,2008,Kharif     ,Maize,2200,3300
Maharashtra,GADCHIROLI,2008,Rabi       ,Maize,2,4
Maharashtra,GADCHIROLI,2009,Kharif     ,Maize,2200,4900
Maharashtra,GADCHIROLI,2009,Rabi       ,Maize,300,100
Maharashtra,GADCHIROLI,2010,Kharif     ,Maize,1900,4600
Maharashtra,GADCHIROLI,2010,Rabi       ,Maize,1200,2500
Maharashtra,GADCHIROLI,2011,Kharif     ,Maize,2200,1500
Maharashtra,GADCHIROLI,2011,Rabi       ,Maize,1200,3100
Maharashtra,GADCHIROLI,2012,Kharif     ,Maize,1900,4300
Maharashtra,GADCHIROLI,2012,Rabi       ,Maize,900,700
Maharashtra,GADCHIROLI,2012,Summer     ,Maize,500,500
Maharashtra,GADCHIROLI,2013,Kharif     ,Maize,1700,4900
Maharashtra,GADCHIROLI,2013,Rabi       ,Maize,1000,2500
Maharashtra,GADCHIROLI,2014,Kharif     ,Maize,1500,2700
Maharashtra,GADCHIROLI,2014,Rabi       ,Maize,300,200
Maharashtra,GONDIA,1999,Kharif     ,Maize,200,200
Maharashtra,GONDIA,1999,Rabi       ,Maize,300,500
Maharashtra,GONDIA,2000,Kharif     ,Maize,200,200
Maharashtra,GONDIA,2001,Kharif     ,Maize,200,500
Maharashtra,GONDIA,2002,Kharif     ,Maize,100,200
Maharashtra,GONDIA,2002,Summer     ,Maize,100,100
Maharashtra,GONDIA,2003,Kharif     ,Maize,200,400
Maharashtra,GONDIA,2004,Kharif     ,Maize,200,200
Maharashtra,GONDIA,2006,Kharif     ,Maize,100,200
Maharashtra,GONDIA,2007,Kharif     ,Maize,1,3
Maharashtra,GONDIA,2008,Kharif     ,Maize,100,200
Maharashtra,GONDIA,2009,Kharif     ,Maize,100,200
Maharashtra,GONDIA,2010,Kharif     ,Maize,100,200
Maharashtra,GONDIA,2010,Rabi       ,Maize,100,200
Maharashtra,GONDIA,2011,Kharif     ,Maize,200,100
Maharashtra,GONDIA,2012,Kharif     ,Maize,100,100
Maharashtra,GONDIA,2012,Summer     ,Maize,100,100
Maharashtra,GONDIA,2013,Kharif     ,Maize,100,300
Maharashtra,GONDIA,2014,Rabi       ,Maize,400,100
Maharashtra,GONDIA,2014,Summer     ,Maize,200,200
Maharashtra,HINGOLI,2000,Kharif     ,Maize,200,200
Maharashtra,HINGOLI,2000,Rabi       ,Maize,100,100
Maharashtra,HINGOLI,2001,Kharif     ,Maize,200,400
Maharashtra,HINGOLI,2001,Rabi       ,Maize,100,200
Maharashtra,HINGOLI,2001,Summer     ,Maize,100,100
Maharashtra,HINGOLI,2002,Kharif     ,Maize,600,1000
Maharashtra,HINGOLI,2002,Rabi       ,Maize,100,100
Maharashtra,HINGOLI,2002,Summer     ,Maize,100,100
Maharashtra,HINGOLI,2003,Kharif     ,Maize,800,300
Maharashtra,HINGOLI,2003,Rabi       ,Maize,200,300
Maharashtra,HINGOLI,2004,Kharif     ,Maize,500,500
Maharashtra,HINGOLI,2004,Summer     ,Maize,100,100
Maharashtra,HINGOLI,2006,Kharif     ,Maize,500,500
Maharashtra,HINGOLI,2006,Rabi       ,Maize,300,700
Maharashtra,HINGOLI,2006,Summer     ,Maize,700,900
Maharashtra,HINGOLI,2007,Kharif     ,Maize,5,4
Maharashtra,HINGOLI,2007,Rabi       ,Maize,2,5
Maharashtra,HINGOLI,2008,Kharif     ,Maize,1100,900
Maharashtra,HINGOLI,2008,Rabi       ,Maize,3,5
Maharashtra,HINGOLI,2009,Kharif     ,Maize,800,900
Maharashtra,HINGOLI,2009,Rabi       ,Maize,300,100
Maharashtra,HINGOLI,2010,Kharif     ,Maize,600,500
Maharashtra,HINGOLI,2010,Rabi       ,Maize,800,1700
Maharashtra,HINGOLI,2011,Kharif     ,Maize,600,700
Maharashtra,HINGOLI,2011,Rabi       ,Maize,300,800
Maharashtra,HINGOLI,2011,Summer     ,Maize,200,300
Maharashtra,HINGOLI,2012,Kharif     ,Maize,600,600
Maharashtra,HINGOLI,2012,Rabi       ,Maize,200,100
Maharashtra,HINGOLI,2012,Summer     ,Maize,200,300
Maharashtra,HINGOLI,2013,Kharif     ,Maize,400,500
Maharashtra,HINGOLI,2013,Rabi       ,Maize,400,1000
Maharashtra,HINGOLI,2013,Summer     ,Maize,1200,1600
Maharashtra,HINGOLI,2014,Kharif     ,Maize,1300,500
Maharashtra,HINGOLI,2014,Rabi       ,Maize,500,100
Maharashtra,HINGOLI,2014,Summer     ,Maize,1600,1000
Maharashtra,JALGAON,1997,Autumn     ,Maize,3,3980
Maharashtra,JALGAON,1997,Kharif     ,Maize,8500,17200
Maharashtra,JALGAON,1997,Rabi       ,Maize,300,500
Maharashtra,JALGAON,1997,Summer     ,Maize,500,700
Maharashtra,JALGAON,1998,Kharif     ,Maize,7700,16300
Maharashtra,JALGAON,1998,Rabi       ,Maize,400,600
Maharashtra,JALGAON,1998,Summer     ,Maize,500,700
Maharashtra,JALGAON,1999,Kharif     ,Maize,8300,13500
Maharashtra,JALGAON,1999,Rabi       ,Maize,500,800
Maharashtra,JALGAON,1999,Summer     ,Maize,400,500
Maharashtra,JALGAON,2000,Kharif     ,Maize,9100,5700
Maharashtra,JALGAON,2000,Rabi       ,Maize,400,400
Maharashtra,JALGAON,2001,Kharif     ,Maize,9400,17200
Maharashtra,JALGAON,2001,Rabi       ,Maize,300,600
Maharashtra,JALGAON,2001,Summer     ,Maize,200,300
Maharashtra,JALGAON,2002,Kharif     ,Maize,13600,39200
Maharashtra,JALGAON,2002,Rabi       ,Maize,300,500
Maharashtra,JALGAON,2002,Summer     ,Maize,400,500
Maharashtra,JALGAON,2003,Kharif     ,Maize,14900,49600
Maharashtra,JALGAON,2003,Rabi       ,Maize,1100,2100
Maharashtra,JALGAON,2004,Kharif     ,Maize,19500,40200
Maharashtra,JALGAON,2004,Rabi       ,Maize,1200,2700
Maharashtra,JALGAON,2004,Summer     ,Maize,600,1100
Maharashtra,JALGAON,2006,Kharif     ,Maize,39300,122200
Maharashtra,JALGAON,2006,Rabi       ,Maize,4400,8000
Maharashtra,JALGAON,2006,Summer     ,Maize,2400,3800
Maharashtra,JALGAON,2007,Kharif     ,Maize,612,1766
Maharashtra,JALGAON,2007,Rabi       ,Maize,58,150
Maharashtra,JALGAON,2007,Summer     ,Maize,23,35
Maharashtra,JALGAON,2008,Kharif     ,Maize,69000,174900
Maharashtra,JALGAON,2008,Rabi       ,Maize,53,153
Maharashtra,JALGAON,2009,Kharif     ,Maize,76300,167800
Maharashtra,JALGAON,2009,Rabi       ,Maize,9400,28000
Maharashtra,JALGAON,2010,Kharif     ,Maize,75000,249000
